,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,DEST,DEP_DELAY,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,CRS_ARR_M,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Condition,sch_dep,sch_arr,TAXI_OUT
21706,1,9,4,AA,N106NN,SFO,72,411,2586,975,1047,1206,31,13,47,SE,3,0,30.74,Cloudy,30,29,32
21714,1,9,4,AA,N107NN,SFO,3,415,2586,1080,1083,1315,31,11,43,ESE,6,0,30.74,Cloudy,38,39,18
21716,1,9,4,DL,N705TW,SFO,-3,410,2586,1095,1092,1325,31,11,43,ESE,6,0,30.74,Cloudy,38,39,18
21763,1,9,4,B6,N962JT,SFO,-7,410,2586,1229,1222,19,31,18,59,S,6,0,30.73,Cloudy,30,38,20
21780,1,9,4,AA,N101NN,SFO,-4,406,2586,1273,1269,59,32,19,59,S,7,0,30.74,Mostly Cloudy,37,34,31
21791,1,9,4,B6,N923JB,SFO,-4,402,2586,1309,1305,91,32,19,59,S,7,0,30.74,Mostly Cloudy,37,34,25
21820,1,10,5,B6,N982JB,SFO,-7,400,2586,397,390,617,37,34,89,SSW,10,0,30.6,Cloudy,18,24,11
21826,1,10,5,AS,N928VA,SFO,-7,411,2586,420,413,651,40,37,89,SW,13,0,30.6,Cloudy,18,24,29
21829,1,10,5,AA,N111ZM,SFO,-3,412,2586,420,417,652,40,37,89,SW,13,0,30.6,Cloudy,18,24,21
21830,1,10,5,DL,N624AG,SFO,-2,406,2586,420,418,646,40,37,89,SW,13,0,30.6,Cloudy,18,24,21
21876,1,10,5,DL,N713TW,SFO,-5,414,2586,509,504,743,42,38,85,SW,12,0,30.59,Mostly Cloudy,49,19,14
21892,1,10,5,B6,N990JL,SFO,-8,414,2586,552,544,786,42,38,85,SW,10,0,30.58,Cloudy,39,16,15
21897,1,10,5,AS,N464AS,SFO,-4,410,2586,560,556,790,42,38,85,SW,10,0,30.58,Cloudy,39,16,15
21903,1,10,5,DL,N710TW,SFO,-3,411,2586,580,577,811,42,38,85,SW,10,0,30.58,Cloudy,39,16,11
21918,1,10,5,AA,N113AN,SFO,0,408,2586,630,630,858,43,38,82,WSW,9,0,30.56,Cloudy,19,21,12
21929,1,10,5,AS,N491AS,SFO,-9,410,2586,690,681,920,45,39,80,WSW,9,0,30.52,Cloudy,27,17,29
21935,1,10,5,DL,N727TW,SFO,-3,408,2586,690,687,918,45,39,80,WSW,9,0,30.52,Cloudy,27,17,17
21947,1,10,5,B6,N986JB,SFO,-6,409,2586,740,734,969,46,41,83,WSW,5,0,30.48,Mostly Cloudy,20,29,17
22002,1,10,5,B6,N937JB,SFO,-9,414,2586,930,921,1164,49,42,77,SSW,7,0,30.46,Mostly Cloudy,30,38,17
22020,1,10,5,DL,N707TW,SFO,1,415,2586,955,956,1190,46,41,83,S,7,0,30.46,Partly Cloudy,30,38,17
22036,1,10,5,AA,N115NN,SFO,18,411,2586,975,993,1206,46,41,83,S,7,0,30.46,Partly Cloudy,32,32,13
22038,1,10,5,AS,N589AS,SFO,-1,419,2586,1000,999,1239,46,41,83,S,7,0,30.46,Partly Cloudy,32,32,13
22046,1,10,5,DL,N704X,SFO,-3,410,2586,1025,1022,1255,46,42,86,S,7,0,30.46,Partly Cloudy,27,28,15
22057,1,10,5,AA,N102NN,SFO,-6,415,2586,1080,1074,1315,46,43,89,CALM,0,0,30.46,Partly Cloudy,27,28,33
22082,1,10,5,DL,N703TW,SFO,-4,424,2586,1165,1161,1409,47,45,93,SSE,5,0,30.46,Mostly Cloudy,41,31,28
22108,1,10,5,B6,N977JE,SFO,-6,410,2586,1229,1223,19,47,45,93,SSE,5,0,30.46,Mostly Cloudy,29,38,15
22122,1,10,5,AA,N111ZM,SFO,-2,406,2586,1273,1271,59,46,44,93,S,3,0,30.45,Mostly Cloudy,34,34,29
22130,1,10,5,B6,N981JT,SFO,-2,402,2586,1309,1307,91,46,44,93,S,3,0,30.45,Mostly Cloudy,34,34,19
22168,1,11,6,AA,N101NN,SFO,-1,412,2586,420,419,652,52,51,97,S,20,0,30.31,Mostly Cloudy,14,19,17
22176,1,11,6,AS,N924VA,SFO,2,411,2586,445,447,676,52,51,97,S,20,0,30.31,Mostly Cloudy,39,33,21
22222,1,11,6,DL,N718TW,SFO,33,410,2586,509,542,739,52,51,97,S,21,0,30.3,Mostly Cloudy / Windy,44,13,23
22225,1,11,6,B6,N978JB,SFO,-4,414,2586,552,548,786,52,51,97,S,21,0,30.3,Mostly Cloudy / Windy,44,13,29
22245,1,11,6,AS,N491AS,SFO,39,410,2586,560,599,790,54,51,90,S,24,31,30.27,Mostly Cloudy / Windy,44,13,20
22248,1,11,6,AA,N105NN,SFO,-2,408,2586,630,628,858,54,51,90,S,24,31,30.27,Mostly Cloudy / Windy,16,22,14
22256,1,11,6,DL,N727TW,SFO,-5,406,2586,685,680,911,54,51,90,S,21,0,30.23,Mostly Cloudy / Windy,30,17,14
22259,1,11,6,AS,N266AK,SFO,-5,410,2586,690,685,920,54,51,90,S,21,0,30.23,Mostly Cloudy / Windy,30,17,15
22275,1,11,6,B6,N979JT,SFO,-7,409,2586,740,733,969,55,51,86,S,25,32,30.17,Mostly Cloudy / Windy,18,27,16
22323,1,11,6,B6,N991JT,SFO,-7,414,2586,930,923,1164,53,51,93,S,24,30,30.11,Mostly Cloudy / Windy,30,34,26
22339,1,11,6,DL,N717TW,SFO,14,410,2586,955,969,1185,51,50,96,S,24,31,30.1,Mostly Cloudy / Windy,24,30,24
22344,1,11,6,AA,N117AN,SFO,16,411,2586,975,991,1206,51,50,96,S,24,31,30.1,Mostly Cloudy / Windy,24,30,22
22345,1,11,6,AS,N297AK,SFO,-5,419,2586,1000,995,1239,51,50,96,S,24,31,30.1,Mostly Cloudy / Windy,24,30,16
22390,1,11,6,B6,N947JB,SFO,0,410,2586,1229,1229,19,51,50,96,S,16,0,30.09,Mostly Cloudy,29,40,16
22426,1,12,7,B6,N934JB,SFO,-7,400,2586,397,390,617,54,54,10,S,25,37,29.85,Light Rain / Windy,19,23,12
22435,1,12,7,AA,N107NN,SFO,11,412,2586,420,431,652,54,54,10,SSW,20,0,29.88,Mostly Cloudy,38,35,19
22442,1,12,7,AS,N921VA,SFO,2,411,2586,445,447,676,54,54,10,SSW,15,0,29.87,Mostly Cloudy,38,35,18
22472,1,12,7,DL,N183DN,SFO,0,415,2586,495,495,730,61,58,90,WSW,25,35,29.93,Mostly Cloudy / Windy,49,18,38
22475,1,12,7,DL,N718TW,SFO,79,406,2586,420,499,646,61,58,90,WSW,25,35,29.93,Mostly Cloudy / Windy,49,18,41
22491,1,12,7,B6,N968JT,SFO,-3,414,2586,552,549,786,62,49,62,WSW,25,0,29.98,Mostly Cloudy / Windy,39,18,28
22503,1,12,7,DL,N704X,SFO,0,411,2586,580,580,811,62,49,62,WSW,25,0,29.98,Mostly Cloudy / Windy,39,18,27
22513,1,12,7,AA,N106NN,SFO,0,408,2586,629,629,857,63,48,58,WSW,20,0,30.01,Mostly Cloudy,19,21,22
22531,1,12,7,AS,N277AK,SFO,-3,410,2586,690,687,920,65,46,50,W,18,29,30.02,Mostly Cloudy,28,17,14
22540,1,12,7,DL,N16065,SFO,24,408,2586,690,714,918,66,45,47,W,21,29,30.04,Mostly Cloudy / Windy,28,17,16
22555,1,12,7,B6,N977JE,SFO,60,409,2586,720,780,949,67,43,42,W,22,30,30.05,Mostly Cloudy / Windy,31,38,17
22600,1,12,7,B6,N988JT,SFO,-5,414,2586,930,925,1164,64,39,40,W,22,30,30.14,Fair / Windy,29,38,16
22617,1,12,7,DL,N707TW,SFO,1,415,2586,955,956,1190,61,39,44,WNW,20,26,30.18,Fair,29,38,16
22625,1,12,7,AA,N113AN,SFO,-1,411,2586,975,974,1206,61,39,44,WNW,20,26,30.18,Fair,30,31,23
22634,1,12,7,AS,N483AS,SFO,5,419,2586,1000,1005,1239,61,39,44,WNW,20,26,30.18,Fair,30,31,19
22655,1,12,7,DL,N722TW,SFO,60,410,2586,1025,1085,1255,57,38,49,WNW,14,0,30.25,Fair,39,37,18
22706,1,12,7,DL,N710TW,SFO,59,424,2586,1165,1224,1409,54,35,49,NW,12,0,30.29,Fair,29,39,40
22712,1,12,7,AA,N117AN,SFO,168,415,2586,1080,1248,1315,54,35,49,NW,12,0,30.29,Fair,29,39,27
22720,1,12,7,AA,N107NN,SFO,-4,406,2586,1273,1269,59,52,34,50,NNW,9,0,30.35,Fair,35,33,25
22726,1,12,7,B6,N992JB,SFO,60,410,2586,1229,1289,19,52,34,50,NNW,9,0,30.35,Fair,35,33,15
22730,1,12,7,B6,N986JB,SFO,9,402,2586,1309,1318,91,49,35,59,NNE,8,0,30.37,Mostly Cloudy,35,33,17
22761,1,13,1,B6,N945JT,SFO,0,400,2586,397,397,617,36,30,79,NE,7,0,30.44,Mostly Cloudy,19,23,31
22767,1,13,1,AA,N105NN,SFO,-4,412,2586,420,416,652,37,31,79,NE,9,0,30.42,Mostly Cloudy,19,23,20
22771,1,13,1,DL,N718TW,SFO,-1,406,2586,420,419,646,37,31,79,NE,9,0,30.42,Mostly Cloudy,19,23,28
22775,1,13,1,AS,N929VA,SFO,-8,411,2586,445,437,676,37,31,79,NE,9,0,30.42,Mostly Cloudy,39,37,20
22820,1,13,1,DL,N727TW,SFO,-3,414,2586,509,506,743,40,34,79,NNE,9,0,30.4,Cloudy,46,20,18
22833,1,13,1,B6,N964JT,SFO,-5,414,2586,552,547,786,44,38,79,ENE,7,0,30.42,Cloudy,40,17,17
22845,1,13,1,DL,N723TW,SFO,-2,411,2586,580,578,811,44,38,79,ENE,7,0,30.42,Cloudy,40,17,15
22847,1,13,1,AS,N275AK,SFO,26,410,2586,560,586,790,44,38,79,ENE,7,0,30.42,Cloudy,40,17,26
22857,1,13,1,AA,N102NN,SFO,-5,408,2586,629,624,857,46,41,83,NNE,6,0,30.42,Cloudy,20,22,13
22872,1,13,1,AS,N296AK,SFO,-7,410,2586,690,683,920,47,44,90,E,7,0,30.38,Cloudy,29,17,18
22881,1,13,1,DL,N717TW,SFO,19,408,2586,690,709,918,47,44,90,ENE,7,0,30.36,Light Drizzle,29,17,12
22886,1,13,1,B6,N979JT,SFO,-6,409,2586,740,734,969,47,44,90,ENE,7,0,30.36,Light Drizzle,21,30,14
22948,1,13,1,B6,N987JT,SFO,-2,414,2586,930,928,1164,46,45,96,NNW,6,0,30.33,Cloudy,31,38,15
22960,1,13,1,DL,N713TW,SFO,-2,415,2586,955,953,1190,46,45,96,NW,7,0,30.33,Cloudy,31,38,18
22968,1,13,1,AA,N112AN,SFO,-4,411,2586,975,971,1206,46,45,96,NW,7,0,30.33,Cloudy,29,34,27
22977,1,13,1,AS,N523AS,SFO,-6,419,2586,1000,994,1239,46,45,96,NW,7,0,30.33,Cloudy,29,34,29
22983,1,13,1,DL,N703TW,SFO,0,410,2586,1025,1025,1255,45,45,10,NNW,7,0,30.34,Cloudy,30,28,17
22997,1,13,1,AA,N108NN,SFO,-5,415,2586,1080,1075,1315,45,45,10,N,6,0,30.36,Cloudy,30,28,24
23024,1,13,1,DL,N709TW,SFO,-5,424,2586,1165,1160,1409,45,45,10,NNW,5,0,30.37,Cloudy,40,34,16
23048,1,13,1,B6,N981JT,SFO,-5,410,2586,1229,1224,19,44,44,10,N,6,0,30.37,Cloudy,30,36,16
23063,1,13,1,AA,N105NN,SFO,-6,406,2586,1273,1267,59,43,43,10,N,5,0,30.37,Cloudy,33,29,23
23090,1,13,1,B6,N937JB,SFO,132,402,2586,1309,1,91,44,44,10,S,3,0,30.1,Fog,13,10,17
23104,1,14,2,B6,N923JB,SFO,-7,400,2586,397,390,617,39,39,10,NNE,7,0,30.36,Cloudy,18,20,18
23110,1,14,2,DL,N727TW,SFO,-7,406,2586,420,413,646,39,39,10,NNE,3,0,30.35,Cloudy,18,20,23
23113,1,14,2,AA,N113AN,SFO,-5,412,2586,420,415,652,39,39,10,NNE,3,0,30.35,Cloudy,18,20,19
23116,1,14,2,AS,N926VA,SFO,-9,411,2586,445,436,676,39,39,10,NNE,3,0,30.35,Cloudy,39,36,24
23161,1,14,2,DL,N707TW,SFO,-4,414,2586,509,505,743,40,39,97,CALM,0,0,30.36,Cloudy,42,17,18
23174,1,14,2,B6,N947JB,SFO,-6,414,2586,552,546,786,41,40,96,ESE,3,0,30.36,Mostly Cloudy,34,16,20
23181,1,14,2,DL,N718TW,SFO,-3,411,2586,580,577,811,41,40,96,ESE,3,0,30.36,Mostly Cloudy,34,16,16
23193,1,14,2,AA,N101NN,SFO,-8,408,2586,629,621,857,43,39,86,E,10,0,30.34,Cloudy,19,21,24
23207,1,14,2,DL,N722TW,SFO,-6,408,2586,690,684,918,44,35,71,E,9,0,30.27,Cloudy,27,16,19
23213,1,14,2,AS,N214AK,SFO,4,410,2586,690,694,920,44,35,71,E,9,0,30.27,Cloudy,27,16,25
23224,1,14,2,B6,N992JB,SFO,-1,409,2586,740,739,969,45,34,65,VAR,7,0,30.25,Cloudy,19,30,16
23278,1,14,2,B6,N991JT,SFO,-7,414,2586,930,923,1164,44,38,79,E,9,0,30.18,Cloudy,30,37,18
23303,1,14,2,AA,N115NN,SFO,5,411,2586,975,980,1206,43,40,89,E,7,0,30.16,Light Rain,29,29,19
23306,1,14,2,DL,N704X,SFO,29,415,2586,955,984,1190,43,40,89,E,7,0,30.16,Light Rain,29,29,12
23309,1,14,2,AS,N283AK,SFO,0,419,2586,1000,1000,1239,43,40,89,E,7,0,30.16,Light Rain,29,29,19
23316,1,14,2,DL,N706TW,SFO,-4,410,2586,1025,1021,1255,43,41,93,E,5,0,30.16,Light Rain,26,26,15
23328,1,14,2,AA,N116AN,SFO,-1,415,2586,1080,1079,1315,43,43,10,ENE,6,0,30.16,Light Rain,26,26,18
23352,1,14,2,DL,N723TW,SFO,2,424,2586,1165,1167,1409,43,43,10,E,5,0,30.15,Cloudy,36,32,23
23376,1,14,2,B6,N986JB,SFO,2,410,2586,1229,1231,19,43,43,10,E,5,0,30.15,Cloudy,26,34,17
23384,1,14,2,AA,N113AN,SFO,-4,406,2586,1273,1269,59,43,43,10,ENE,3,0,30.14,Cloudy,31,28,21
23397,1,14,2,B6,N993JE,SFO,-3,402,2586,1309,1306,91,43,43,10,ENE,5,0,30.13,Light Drizzle,31,28,15
23429,1,15,3,B6,N984JB,SFO,-3,400,2586,397,394,617,42,41,96,WNW,7,0,30.13,Mostly Cloudy,18,19,19
23436,1,15,3,AA,N108NN,SFO,-4,412,2586,420,416,652,45,40,82,NW,12,0,30.18,Partly Cloudy,18,19,22
23437,1,15,3,DL,N727TW,SFO,-4,406,2586,420,416,646,45,40,82,NW,12,0,30.18,Partly Cloudy,18,19,28
23442,1,15,3,AS,N929VA,SFO,-12,411,2586,445,433,676,45,40,82,NW,12,0,30.18,Partly Cloudy,39,37,16
23500,1,15,3,B6,N946JL,SFO,-12,414,2586,552,540,786,48,35,61,WNW,15,0,30.2,Partly Cloudy,37,14,28
23514,1,15,3,DL,N713TW,SFO,12,411,2586,580,592,811,49,33,54,NW,13,0,30.19,Fair,37,14,37
23519,1,15,3,AA,N117AN,SFO,-7,408,2586,629,622,857,49,33,54,NW,13,0,30.19,Fair,17,21,22
23523,1,15,3,DL,N709TW,SFO,138,414,2586,509,647,743,49,33,54,NW,13,0,30.19,Fair,17,21,17
23537,1,15,3,AS,N248AK,SFO,-8,410,2586,690,682,920,50,32,50,WNW,9,0,30.17,Fair,28,16,26
23540,1,15,3,DL,N718TW,SFO,-2,408,2586,690,688,918,50,32,50,WNW,9,0,30.17,Fair,28,16,17
23552,1,15,3,B6,N981JT,SFO,-9,409,2586,740,731,969,51,33,50,W,13,0,30.16,Fair,22,30,11
23610,1,15,3,B6,N944JT,SFO,-10,414,2586,930,920,1164,50,32,50,WSW,9,0,30.13,Mostly Cloudy,31,36,18
23629,1,15,3,DL,N717TW,SFO,2,415,2586,955,957,1190,44,34,68,SSW,7,0,30.12,Mostly Cloudy,31,36,17
23632,1,15,3,AA,N105NN,SFO,-6,411,2586,975,969,1206,44,34,68,SSW,7,0,30.12,Mostly Cloudy,28,30,24
23638,1,15,3,AS,N596AS,SFO,-6,419,2586,1000,994,1239,44,34,68,SSW,7,0,30.12,Mostly Cloudy,28,30,17
23648,1,15,3,DL,N705TW,SFO,-4,410,2586,1025,1021,1255,42,34,73,SW,6,0,30.13,Partly Cloudy,27,28,13
23689,1,15,3,DL,N174DZ,SFO,0,427,2586,1165,1165,1412,45,35,68,WSW,7,0,30.13,Partly Cloudy,38,34,40
23707,1,15,3,B6,N929JB,SFO,-5,410,2586,1229,1224,19,45,35,68,WSW,7,0,30.13,Partly Cloudy,26,38,14
23722,1,15,3,AA,N108NN,SFO,4,406,2586,1273,1277,59,42,41,96,S,7,0,30.12,Fair,32,28,17
23730,1,15,3,B6,N937JB,SFO,-8,402,2586,1309,1301,91,42,41,96,S,7,0,30.12,Fair,32,28,23
23732,1,15,3,AA,N113AN,SFO,230,415,2586,1080,1310,1315,42,41,96,S,7,0,30.12,Fair,32,28,35
23760,1,16,4,B6,N969JT,SFO,-9,400,2586,397,388,617,45,45,10,SW,7,0,29.84,Cloudy,18,21,15
23767,1,16,4,DL,N174DN,SFO,-5,401,2586,420,415,641,46,45,96,W,13,0,29.84,Partly Cloudy,18,21,16
23769,1,16,4,AA,N107NN,SFO,-4,412,2586,420,416,652,46,45,96,W,13,0,29.84,Partly Cloudy,18,21,17
23779,1,16,4,AS,N923VA,SFO,-3,411,2586,445,442,676,47,46,97,W,15,21,29.84,Partly Cloudy,41,37,39
23814,1,16,4,DL,N707TW,SFO,-4,415,2586,495,491,730,50,46,86,W,21,31,29.85,Partly Cloudy / Windy,47,20,24
23834,1,16,4,B6,N968JT,SFO,-4,414,2586,552,548,786,47,40,77,NW,23,36,29.88,Mostly Cloudy / Windy,38,17,20
23838,1,16,4,AS,N477AS,SFO,-1,410,2586,560,559,790,48,36,63,NW,33,47,29.88,Partly Cloudy / Windy,38,17,25
23871,1,16,4,AS,N268AK,SFO,-7,410,2586,690,683,920,49,29,46,NW,22,30,29.88,Mostly Cloudy / Windy,28,18,21
23876,1,16,4,AA,N102NN,SFO,71,408,2586,629,700,857,49,29,46,NW,22,30,29.88,Mostly Cloudy / Windy,28,18,26
23881,1,16,4,DL,N718TW,SFO,17,408,2586,690,707,918,49,29,46,NW,22,30,29.88,Mostly Cloudy / Windy,28,18,28
23964,1,16,4,AS,N403AS,SFO,-1,419,2586,1000,999,1239,40,25,55,NW,29,45,30.02,Mostly Cloudy / Windy,30,30,24
23965,1,16,4,B6,N989JT,SFO,69,414,2586,930,999,1164,40,25,55,NW,29,45,30.02,Mostly Cloudy / Windy,30,30,22
23985,1,16,4,AA,N111ZM,SFO,92,411,2586,975,1067,1206,39,24,55,WNW,23,32,30.06,Partly Cloudy / Windy,30,29,36
24009,1,16,4,DL,N713TW,SFO,41,424,2586,1165,1206,1409,38,20,48,WNW,26,40,30.09,Fair / Windy,30,37,41
24010,1,16,4,DL,N710TW,SFO,181,410,2586,1025,1206,1255,38,20,48,WNW,26,40,30.09,Fair / Windy,30,37,40
24013,1,16,4,B6,N982JB,SFO,-5,410,2586,1229,1224,19,38,20,48,WNW,26,40,30.09,Fair / Windy,30,37,34
24024,1,16,4,AA,N116AN,SFO,2,406,2586,1273,1275,59,37,19,48,NW,28,41,30.1,Fair / Windy,35,34,39
24043,1,16,4,B6,N986JB,SFO,176,402,2586,1309,45,91,22,-1,37,NNW,10,0,30.69,Mostly Cloudy,12,11,14
24058,1,17,5,B6,N935JB,SFO,-7,400,2586,397,390,617,25,7 ,46,NNW,28,45,30.44,Fair / Windy,18,23,24
24063,1,17,5,AA,N103NN,SFO,-8,412,2586,420,412,652,23,4 ,44,NNW,23,33,30.55,Fair / Windy,18,23,27
24070,1,17,5,DL,N707TW,SFO,0,406,2586,420,420,646,23,4 ,44,NNW,23,33,30.55,Fair / Windy,40,35,18
24074,1,17,5,AS,N930VA,SFO,-3,411,2586,445,442,676,23,4 ,44,NNW,23,33,30.55,Fair / Windy,40,35,23
24114,1,17,5,DL,N704X,SFO,-1,414,2586,509,508,743,23,3 ,42,NNW,31,38,30.59,Fair / Windy,48,20,22
24133,1,17,5,B6,N991JT,SFO,-3,414,2586,552,549,786,24,3 ,40,NNW,25,31,30.63,Fair / Windy,40,16,20
24136,1,17,5,AS,N596AS,SFO,-2,410,2586,560,558,790,24,3 ,40,NNW,25,31,30.63,Fair / Windy,40,16,27
24143,1,17,5,DL,N727TW,SFO,4,411,2586,580,584,811,24,3 ,40,NNW,25,31,30.63,Fair / Windy,40,16,21
24152,1,17,5,AA,N105NN,SFO,-4,408,2586,629,625,857,25,1 ,36,NW,25,33,30.63,Fair / Windy,18,21,17
24168,1,17,5,AS,N477AS,SFO,2,410,2586,690,692,920,28,1 ,31,NNW,21,32,30.63,Fair / Windy,28,17,25
24178,1,17,5,B6,N929JB,SFO,-5,409,2586,740,735,969,29,-2,26,NNW,23,32,30.61,Fair / Windy,20,28,14
24210,1,17,5,DL,N721TW,SFO,154,408,2586,690,844,918,30,-2,25,NW,18,0,30.62,Fair,25,39,24
24241,1,17,5,B6,N976JT,SFO,-2,414,2586,930,928,1164,29,-2,26,NW,17,0,30.63,Fair,30,39,25
24254,1,17,5,DL,N709TW,SFO,6,415,2586,955,961,1190,28,-3,26,NNW,16,0,30.64,Mostly Cloudy,31,32,26
24256,1,17,5,AA,N107NN,SFO,-8,411,2586,975,967,1206,28,-3,26,NNW,16,0,30.64,Mostly Cloudy,31,32,30
24282,1,17,5,AS,N528AS,SFO,34,419,2586,1000,1034,1239,27,-3,27,NW,14,0,30.66,Partly Cloudy,29,28,17
24295,1,17,5,DL,N703TW,SFO,62,410,2586,1025,1087,1255,27,-3,27,NW,21,0,30.67,Partly Cloudy / Windy,41,37,9
24296,1,17,5,AA,N112AN,SFO,13,415,2586,1080,1093,1315,27,-3,27,NW,21,0,30.67,Partly Cloudy / Windy,41,37,15
24349,1,17,5,B6,N983JT,SFO,0,410,2586,1229,1229,19,26,-3,28,NNW,16,0,30.67,Partly Cloudy,30,37,21
24364,1,17,5,DL,N723TW,SFO,116,424,2586,1165,1281,1409,24,-2,32,NNW,13,0,30.67,Partly Cloudy,34,32,9
24372,1,17,5,B6,N962JT,SFO,-1,402,2586,1309,1308,91,24,-2,32,NNW,13,0,30.67,Partly Cloudy,34,32,17
24376,1,17,5,AA,N103NN,SFO,60,406,2586,1273,1333,59,23,-2,34,NNW,12,0,30.68,Mostly Cloudy,19,32,17
24443,1,18,6,DL,N710TW,SFO,0,410,2586,509,509,739,22,5 ,48,E,7,0,30.54,Cloudy,43,18,21
24459,1,18,6,AS,N419AS,SFO,-2,410,2586,560,558,790,23,3 ,42,VAR,5,0,30.52,Cloudy,42,12,30
24461,1,18,6,B6,N989JT,SFO,21,414,2586,540,561,774,23,3 ,42,VAR,5,0,30.52,Cloudy,42,12,30
24470,1,18,6,B6,N946JL,SFO,-6,411,2586,599,593,830,25,9 ,51,SSE,3,0,30.5,Cloudy,42,12,18
24476,1,18,6,AA,N111ZM,SFO,-3,408,2586,630,627,858,25,9 ,51,SSE,3,0,30.5,Cloudy,15,22,22
24484,1,18,6,DL,N727TW,SFO,-5,406,2586,685,680,911,30,18,61,S,9,0,30.43,Cloudy,28,17,14
24490,1,18,6,AS,N277AK,SFO,4,410,2586,690,694,920,30,20,66,SSW,12,0,30.43,Cloudy,28,17,23
24498,1,18,6,B6,N980JT,SFO,-6,409,2586,740,734,969,30,20,66,SW,16,0,30.39,Light Snow,17,24,13
24553,1,19,7,B6,N978JB,SFO,-8,400,2586,397,389,617,38,37,97,W,13,0,29.69,Mostly Cloudy,16,22,17
24564,1,19,7,AS,N925VA,SFO,-6,411,2586,445,439,676,38,34,86,WNW,5,0,29.69,Mostly Cloudy,35,30,25
24603,1,19,7,DL,N723TW,SFO,0,410,2586,509,509,739,43,31,62,WNW,13,23,29.7,Partly Cloudy,45,19,17
24614,1,19,7,B6,N976JT,SFO,-2,414,2586,540,538,774,45,32,60,WNW,18,28,29.73,Partly Cloudy,45,19,20
24635,1,19,7,B6,N989JT,SFO,-5,411,2586,599,594,830,45,31,58,NW,21,30,29.73,Partly Cloudy / Windy,39,16,17
24638,1,19,7,AA,N104NN,SFO,-8,408,2586,629,621,857,45,31,58,NW,21,30,29.73,Partly Cloudy / Windy,17,22,16
24648,1,19,7,AS,N486AS,SFO,-6,410,2586,690,684,920,45,30,56,WNW,21,29,29.74,Mostly Cloudy / Windy,24,15,19
24654,1,19,7,DL,N705TW,SFO,-3,406,2586,690,687,916,45,30,56,WNW,21,29,29.74,Mostly Cloudy / Windy,24,15,18
24663,1,19,7,B6,N981JT,SFO,-8,409,2586,740,732,969,45,27,49,WNW,20,0,29.74,Mostly Cloudy,18,27,13
24714,1,19,7,B6,N993JE,SFO,-5,414,2586,930,925,1164,41,21,45,NW,20,25,29.78,Mostly Cloudy,27,35,13
24727,1,19,7,DL,N721TW,SFO,2,410,2586,955,957,1185,40,20,45,NW,25,0,29.82,Mostly Cloudy / Windy,27,35,15
24741,1,19,7,AS,N272AK,SFO,11,419,2586,1000,1011,1239,38,19,47,NW,20,30,29.86,Cloudy,24,27,34
24756,1,19,7,AA,N107NN,SFO,-5,415,2586,1080,1075,1315,36,18,48,WNW,16,0,29.89,Fair,25,28,31
24784,1,19,7,DL,N707TW,SFO,-4,418,2586,1165,1161,1403,34,16,48,WNW,17,28,29.92,Fair,38,28,22
24807,1,19,7,B6,N945JT,SFO,-5,410,2586,1229,1224,19,34,16,48,WNW,17,28,29.92,Fair,25,35,17
24823,1,19,7,B6,N929JB,SFO,-7,402,2586,1309,1302,91,33,17,52,WNW,17,0,29.94,Fair,29,26,14
24847,1,20,1,B6,N992JB,SFO,-1,400,2586,397,396,617,21,8 ,57,NNW,23,29,30.14,Fair / Windy,17,22,22
24906,1,20,1,DL,N727TW,SFO,6,414,2586,509,515,743,23,8 ,53,NNW,21,29,30.25,Fair / Windy,47,17,14
24915,1,20,1,B6,N944JT,SFO,0,414,2586,540,540,774,25,9 ,51,NNW,23,0,30.26,Fair / Windy,41,17,14
24922,1,20,1,AS,N236AK,SFO,-2,410,2586,560,558,790,25,9 ,51,NNW,23,0,30.26,Fair / Windy,41,17,41
24931,1,20,1,DL,N717TW,SFO,-2,411,2586,580,578,811,25,9 ,51,NNW,23,0,30.26,Fair / Windy,41,17,20
24938,1,20,1,B6,N976JT,SFO,-1,411,2586,599,598,830,27,8 ,45,NW,20,0,30.28,Fair,41,17,16
24941,1,20,1,AA,N105NN,SFO,-7,408,2586,629,622,857,27,8 ,45,NW,20,0,30.28,Fair,19,22,14
24963,1,20,1,AS,N224AK,SFO,-5,410,2586,690,685,920,29,6 ,38,NNW,16,24,30.27,Fair,29,17,20
24965,1,20,1,DL,N709TW,SFO,2,408,2586,690,692,918,29,6 ,38,NNW,16,24,30.27,Fair,29,17,17
24974,1,20,1,B6,N923JB,SFO,-9,409,2586,740,731,969,30,4 ,33,NNW,22,0,30.27,Fair / Windy,20,31,12
25027,1,20,1,B6,N968JT,SFO,-7,414,2586,930,923,1164,32,1 ,27,NNW,14,0,30.28,Fair,30,38,18
25041,1,20,1,DL,N710TW,SFO,-2,415,2586,955,953,1190,30,0 ,28,NW,15,0,30.3,Fair,30,38,13
25049,1,20,1,AA,N117AN,SFO,-7,411,2586,975,968,1206,30,0 ,28,NW,15,0,30.3,Fair,31,31,16
25061,1,20,1,AS,N596AS,SFO,0,419,2586,1000,1000,1239,30,0 ,28,NW,15,0,30.3,Fair,31,31,27
